trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-08-10,09:30,11238430880,13258237265,24496668145,2026-08-07,19603144071,4893524074,24.962955,tencent,2026-08-10T09:30:00+08:00
2026-08-10,09:40,220043060762,272262293601,492305354363,2026-08-07,398219206653,94086147710,23.626723,tencent,2026-08-10T09:40:00+08:00
2026-08-10,09:50,357613955615,423519318816,781133274431,2026-08-07,651004036767,130129237664,19.989006,tencent,2026-08-10T09:50:00+08:00
2026-08-10,10:00,443159228297,520162426395,963321654692,2026-08-07,811232547553,152089107139,18.747905,tencent,2026-08-10T10:00:00+08:00
2026-08-10,10:10,523395793799,614637616991,1138033410790,2026-08-07,951059913285,186973497505,19.659487,tencent,2026-08-10T10:10:00+08:00
2026-08-10,10:20,582929849238,680625050079,1263554899317,2026-08-07,1081463672955,182091226362,16.83748,tencent,2026-08-10T10:20:00+08:00
2026-08-10,10:30,626959537330,727290061011,1354249598341,2026-08-07,1195931399368,158318198973,13.238067,tencent,2026-08-10T10:30:00+08:00
2026-08-10,10:40,664094629094,769669174050,1433763803144,2026-08-07,1293429377178,140334425966,10.849794,tencent,2026-08-10T10:40:00+08:00
2026-08-10,10:50,698873268316,812522813570,1511396081886,2026-08-07,1380736585162,130659496724,9.463029,tencent,2026-08-10T10:50:00+08:00
2026-08-10,11:00,729567755059,847515333291,1577083088350,2026-08-07,1452670339013,124412749337,8.564417,tencent,2026-08-10T11:00:00+08:00
2026-08-10,11:10,760550868999,881733305618,1642284174617,2026-08-07,1521114842320,121169332297,7.965824,tencent,2026-08-10T11:10:00+08:00
2026-08-10,11:20,783023467749,906439847594,1689463315343,2026-08-07,1607173940270,82289375073,5.120129,tencent,2026-08-10T11:20:00+08:00
2026-08-10,11:30,803920446058,930735847925,1734656293983,2026-08-07,1676686143104,57970150879,3.457424,tencent,2026-08-10T11:30:00+08:00
2026-08-10,13:00,803920446058,930735847925,1734656293983,2026-08-07,1676686143104,57970150879,3.457424,tencent,2026-08-10T13:00:00+08:00
2026-08-10,13:10,835286930526,967624675674,1802911606200,2026-08-07,1773307990302,29603615898,1.669401,tencent,2026-08-10T13:10:00+08:00
2026-08-10,13:20,863465951125,1000713583433,1864179534558,2026-08-07,1853830268983,10349265575,0.558264,tencent,2026-08-10T13:20:00+08:00
2026-08-10,13:30,884714679262,1025736129191,1910450808453,2026-08-07,1927498574286,-17047765833,-0.88445,tencent,2026-08-10T13:30:00+08:00
2026-08-10,13:40,907701254286,1051097984630,1958799238916,2026-08-07,2003064912651,-44265673735,-2.209897,tencent,2026-08-10T13:40:00+08:00
2026-08-10,13:50,931473308658,1081031676150,2012504984808,2026-08-07,2065679602058,-53174617250,-2.574195,tencent,2026-08-10T13:50:00+08:00
2026-08-10,14:00,953539461981,1105325869360,2058865331341,2026-08-07,2137755016267,-78889684926,-3.690305,tencent,2026-08-10T14:00:00+08:00
