trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-09-10,09:30,6465487583,8235327466,14700815049,2026-09-09,17463397095,-2762582046,-15.819271,tencent,2026-09-10T09:30:00+08:00
2026-09-10,09:40,148438185770,161577362601,310015548371,2026-09-09,340420397275,-30404848904,-8.931559,tencent,2026-09-10T09:40:00+08:00
2026-09-10,09:50,219376707863,239996076865,459372784728,2026-09-09,515174128134,-55801343406,-10.83155,tencent,2026-09-10T09:50:00+08:00
2026-09-10,10:00,274245665712,300777005846,575022671558,2026-09-09,651588557336,-76565885778,-11.750649,tencent,2026-09-10T10:00:00+08:00
2026-09-10,10:10,321527355339,353837100557,675364455896,2026-09-09,753528553802,-78164097906,-10.373077,tencent,2026-09-10T10:10:00+08:00
2026-09-10,10:20,360585647694,396374577211,756960224905,2026-09-09,835718124223,-78757899318,-9.423979,tencent,2026-09-10T10:20:00+08:00
2026-09-10,10:30,391775839136,430965897081,822741736217,2026-09-09,903399613963,-80657877746,-8.928261,tencent,2026-09-10T10:30:00+08:00
2026-09-10,10:40,426038930479,468922374911,894961305390,2026-09-09,966435538765,-71474233375,-7.395654,tencent,2026-09-10T10:40:00+08:00
2026-09-10,10:50,453200804399,498577571323,951778375722,2026-09-09,1028928152447,-77149776725,-7.498072,tencent,2026-09-10T10:50:00+08:00
2026-09-10,11:00,472931654487,520798125258,993729779745,2026-09-09,1091279945697,-97550165952,-8.93906,tencent,2026-09-10T11:00:00+08:00
2026-09-10,11:10,490342727697,540835499948,1031178227645,2026-09-09,1138545714075,-107367486430,-9.430231,tencent,2026-09-10T11:10:00+08:00
2026-09-10,11:20,505298544195,558792917997,1064091462192,2026-09-09,1174267907384,-110176445192,-9.382565,tencent,2026-09-10T11:20:00+08:00
2026-09-10,11:30,518005110019,573552086220,1091557196239,2026-09-09,1208530327516,-116973131277,-9.678957,tencent,2026-09-10T11:30:00+08:00
2026-09-10,13:00,518005110019,573552086220,1091557196239,2026-09-09,1208530327516,-116973131277,-9.678957,tencent,2026-09-10T13:00:00+08:00
2026-09-10,13:10,542227835179,601507683564,1143735518743,2026-09-09,1263880051426,-120144532683,-9.506008,tencent,2026-09-10T13:10:00+08:00
2026-09-10,13:20,559885657710,621196626114,1181082283824,2026-09-09,1314845818024,-133763534200,-10.173325,tencent,2026-09-10T13:20:00+08:00
2026-09-10,13:30,580801933354,645100829561,1225902762915,2026-09-09,1364966381095,-139063618180,-10.188062,tencent,2026-09-10T13:30:00+08:00
2026-09-10,13:40,599879126616,666140585294,1266019711910,2026-09-09,1419248893137,-153229181227,-10.796498,tencent,2026-09-10T13:40:00+08:00
2026-09-10,13:50,616002133229,683814349718,1299816482947,2026-09-09,1463862214684,-164045731737,-11.206364,tencent,2026-09-10T13:50:00+08:00
2026-09-10,14:00,631842503082,700657689871,1332500192953,2026-09-09,1514351586385,-181851393432,-12.008532,tencent,2026-09-10T14:00:00+08:00
2026-09-10,14:10,648784386672,718378235719,1367162622391,2026-09-09,1556718286938,-189555664547,-12.17662,tencent,2026-09-10T14:10:00+08:00
2026-09-10,14:20,667106585970,736752461950,1403859047920,2026-09-09,1594218541822,-190359493902,-11.940615,tencent,2026-09-10T14:20:00+08:00
2026-09-10,14:30,684682056405,756423363124,1441105419529,2026-09-09,1640783638843,-199678219314,-12.169686,tencent,2026-09-10T14:30:00+08:00
2026-09-10,14:40,707422171254,781125604525,1488547775779,2026-09-09,1696493899945,-207946124166,-12.257405,tencent,2026-09-10T14:40:00+08:00
2026-09-10,14:50,737852430368,816801380376,1554653810744,2026-09-09,1760607228696,-205953417952,-11.697863,tencent,2026-09-10T14:50:00+08:00
2026-09-10,15:00,779672692270,867475136548,1647147828818,2026-09-09,1855606640621,-208458811803,-11.233998,tencent,2026-09-10T15:00:00+08:00
