trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-08-28,09:30,8595747496,11849952812,20445700308,2026-08-27,17043199976,3402500332,19.963976,tencent,2026-08-28T09:30:00+08:00
2026-08-28,09:40,172570066542,209462008910,382032075452,2026-08-27,330209374558,51822700894,15.693891,tencent,2026-08-28T09:40:00+08:00
2026-08-28,09:50,264080309054,316394049109,580474358163,2026-08-27,497928428707,82545929456,16.57787,tencent,2026-08-28T09:50:00+08:00
2026-08-28,10:00,332180110714,398495941270,730676051984,2026-08-27,640131594791,90544457193,14.144663,tencent,2026-08-28T10:00:00+08:00
2026-08-28,10:10,387047634546,466337420578,853385055124,2026-08-27,758625593762,94759461362,12.490939,tencent,2026-08-28T10:10:00+08:00
2026-08-28,10:20,436196821239,521998594235,958195415474,2026-08-27,855696495256,102498920218,11.97842,tencent,2026-08-28T10:20:00+08:00
2026-08-28,10:30,474856292886,566277102212,1041133395098,2026-08-27,934446240525,106687154573,11.417153,tencent,2026-08-28T10:30:00+08:00
2026-08-28,10:40,517752842573,616700406786,1134453249359,2026-08-27,1024025323178,110427926181,10.78371,tencent,2026-08-28T10:40:00+08:00
2026-08-28,10:50,554234701554,660059661478,1214294363032,2026-08-27,1104976000465,109318362567,9.893279,tencent,2026-08-28T10:50:00+08:00
2026-08-28,11:00,588213837831,697353607938,1285567445769,2026-08-27,1183544019373,102023426396,8.620163,tencent,2026-08-28T11:00:00+08:00
2026-08-28,11:10,610773048905,722210655309,1332983704214,2026-08-27,1242986771573,89996932641,7.240377,tencent,2026-08-28T11:10:00+08:00
2026-08-28,11:20,633196482225,746670303595,1379866785820,2026-08-27,1295544427843,84322357977,6.508643,tencent,2026-08-28T11:20:00+08:00
2026-08-28,11:30,653404594602,769924578760,1423329173362,2026-08-27,1351686641576,71642531786,5.300232,tencent,2026-08-28T11:30:00+08:00
2026-08-28,13:00,653404594602,769924578760,1423329173362,2026-08-27,1351686641576,71642531786,5.300232,tencent,2026-08-28T13:00:00+08:00
2026-08-28,13:10,683180131854,804548355630,1487728487484,2026-08-27,1433359225783,54369261701,3.793136,tencent,2026-08-28T13:10:00+08:00
2026-08-28,13:20,707147947948,830462170942,1537610118890,2026-08-27,1499858238555,37751880335,2.51703,tencent,2026-08-28T13:20:00+08:00
2026-08-28,13:30,726478196756,852288677991,1578766874747,2026-08-27,1566222711358,12544163389,0.800918,tencent,2026-08-28T13:30:00+08:00
2026-08-28,13:40,750135197568,880422688664,1630557886232,2026-08-27,1624754326249,5803559983,0.357196,tencent,2026-08-28T13:40:00+08:00
2026-08-28,13:50,769915229397,903452685098,1673367914495,2026-08-27,1671719267995,1648646500,0.09862,tencent,2026-08-28T13:50:00+08:00
2026-08-28,14:00,790407938761,926398485883,1716806424644,2026-08-27,1712303191566,4503233078,0.262993,tencent,2026-08-28T14:00:00+08:00
2026-08-28,14:10,810040095445,947436738245,1757476833690,2026-08-27,1755922999605,1553834085,0.088491,tencent,2026-08-28T14:10:00+08:00
2026-08-28,14:20,831961956873,970233649362,1802195606235,2026-08-27,1800075247034,2120359201,0.117793,tencent,2026-08-28T14:20:00+08:00
2026-08-28,14:30,853443345077,994593048652,1848036393729,2026-08-27,1851578004631,-3541610902,-0.191275,tencent,2026-08-28T14:30:00+08:00
2026-08-28,14:40,878508182866,1024279984863,1902788167729,2026-08-27,1920141214324,-17353046595,-0.903738,tencent,2026-08-28T14:40:00+08:00
2026-08-28,14:50,918756931655,1071347056556,1990103988211,2026-08-27,2008385942280,-18281954069,-0.910281,tencent,2026-08-28T14:50:00+08:00
2026-08-28,15:00,970365152113,1131349872695,2101715024808,2026-08-27,2125926798372,-24211773564,-1.138881,tencent,2026-08-28T15:00:00+08:00
