trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-08-07,09:30,9005773969,10597370102,19603144071,2026-08-06,25575739901,-5972595830,-23.352583,tencent,2026-08-07T09:30:00+08:00
2026-08-07,09:40,180556725442,217662481211,398219206653,2026-08-06,438399289326,-40180082673,-9.16518,tencent,2026-08-07T09:40:00+08:00
2026-08-07,09:50,294223837712,356780199055,651004036767,2026-08-06,652865379647,-1861342880,-0.285104,tencent,2026-08-07T09:50:00+08:00
2026-08-07,10:00,369970175895,441262371658,811232547553,2026-08-06,827092730213,-15860182660,-1.917582,tencent,2026-08-07T10:00:00+08:00
2026-08-07,10:10,436796087029,514263826256,951059913285,2026-08-06,958703572070,-7643658785,-0.797291,tencent,2026-08-07T10:10:00+08:00
2026-08-07,10:20,497384023386,584079649569,1081463672955,2026-08-06,1074536025085,6927647870,0.644711,tencent,2026-08-07T10:20:00+08:00
2026-08-07,10:30,550447056328,645484343040,1195931399368,2026-08-06,1191661406189,4269993179,0.358323,tencent,2026-08-07T10:30:00+08:00
2026-08-07,10:40,596173532008,697255845170,1293429377178,2026-08-06,1302741266508,-9311889330,-0.714792,tencent,2026-08-07T10:40:00+08:00
2026-08-07,10:50,636387563885,744349021277,1380736585162,2026-08-06,1405733093084,-24996507922,-1.778183,tencent,2026-08-07T10:50:00+08:00
2026-08-07,11:00,669174504594,783495834419,1452670339013,2026-08-06,1492660402186,-39990063173,-2.679113,tencent,2026-08-07T11:00:00+08:00
2026-08-07,11:10,701185339622,819929502698,1521114842320,2026-08-06,1587366469340,-66251627020,-4.173682,tencent,2026-08-07T11:10:00+08:00
2026-08-07,11:20,740066872936,867107067334,1607173940270,2026-08-06,1672679097223,-65505156953,-3.916182,tencent,2026-08-07T11:20:00+08:00
2026-08-07,11:30,770663831931,906022311173,1676686143104,2026-08-06,1751892142517,-75205999413,-4.292844,tencent,2026-08-07T11:30:00+08:00
2026-08-07,13:00,770663831931,906022311173,1676686143104,2026-08-06,1751892142517,-75205999413,-4.292844,tencent,2026-08-07T13:00:00+08:00
2026-08-07,13:10,814374117769,958933872533,1773307990302,2026-08-06,1824001437845,-50693447543,-2.779244,tencent,2026-08-07T13:10:00+08:00
2026-08-07,13:20,849516149349,1004314119634,1853830268983,2026-08-06,1886772079816,-32941810833,-1.745935,tencent,2026-08-07T13:20:00+08:00
2026-08-07,13:30,883553580491,1043944993795,1927498574286,2026-08-06,1945348021990,-17849447704,-0.917545,tencent,2026-08-07T13:30:00+08:00
2026-08-07,13:40,918208913886,1084855998765,2003064912651,2026-08-06,2006359248509,-3294335858,-0.164195,tencent,2026-08-07T13:40:00+08:00
2026-08-07,13:50,946089932743,1119589669315,2065679602058,2026-08-06,2064193543711,1486058347,0.071992,tencent,2026-08-07T13:50:00+08:00
2026-08-07,14:00,978230377624,1159524638643,2137755016267,2026-08-06,2110883985867,26871030400,1.272975,tencent,2026-08-07T14:00:00+08:00
2026-08-07,14:10,1012477667963,1204044907887,2216522575850,2026-08-06,2165636024512,50886551338,2.349728,tencent,2026-08-07T14:10:00+08:00
2026-08-07,14:20,1045059477194,1249530316097,2294589793291,2026-08-06,2215052307212,79537486079,3.590772,tencent,2026-08-07T14:20:00+08:00
2026-08-07,14:30,1077325741449,1293855931712,2371181673161,2026-08-06,2266960376192,104221296969,4.597403,tencent,2026-08-07T14:30:00+08:00
2026-08-07,14:40,1109955608336,1334470295741,2444425904077,2026-08-06,2337131433207,107294470870,4.590862,tencent,2026-08-07T14:40:00+08:00
2026-08-07,14:50,1152378015653,1384798914034,2537176929687,2026-08-06,2411386584059,125790345628,5.216515,tencent,2026-08-07T14:50:00+08:00
2026-08-07,15:00,1209543573294,1454876177242,2664419750536,2026-08-06,2528781475643,135638274893,5.36378,tencent,2026-08-07T15:00:00+08:00
