trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-09-21,09:30,8337226255,10307835733,18645061988,2026-09-18,18234274273,410787715,2.252833,tencent,2026-09-21T09:30:00+08:00
2026-09-21,09:40,182310026593,207596347373,389906373966,2026-09-18,358000820595,31905553371,8.912145,tencent,2026-09-21T09:40:00+08:00
2026-09-21,09:50,274222451628,310122026239,584344477867,2026-09-18,538240936154,46103541713,8.565596,tencent,2026-09-21T09:50:00+08:00
2026-09-21,10:00,345226863817,389835892281,735062756098,2026-09-18,686845704824,48217051274,7.02007,tencent,2026-09-21T10:00:00+08:00
2026-09-21,10:10,400427957491,452787728387,853215685878,2026-09-18,797171466358,56044219520,7.030385,tencent,2026-09-21T10:10:00+08:00
2026-09-21,10:20,443558792016,503248422249,946807214265,2026-09-18,881500834391,65306379874,7.408544,tencent,2026-09-21T10:20:00+08:00
2026-09-21,10:30,477396583189,542203483330,1019600066519,2026-09-18,953108932871,66491133648,6.976237,tencent,2026-09-21T10:30:00+08:00
2026-09-21,10:40,509515245252,580032498542,1089547743794,2026-09-18,1024894582588,64653161206,6.308274,tencent,2026-09-21T10:40:00+08:00
2026-09-21,10:50,535767506423,611153314357,1146920820780,2026-09-18,1085736625214,61184195566,5.63527,tencent,2026-09-21T10:50:00+08:00
2026-09-21,11:00,557552438136,635634486040,1193186924176,2026-09-18,1134588015406,58598908770,5.164774,tencent,2026-09-21T11:00:00+08:00
2026-09-21,11:10,579636142020,660627371107,1240263513127,2026-09-18,1194869353107,45394160020,3.79909,tencent,2026-09-21T11:10:00+08:00
2026-09-21,11:20,601032919393,686397884256,1287430803649,2026-09-18,1263420037707,24010765942,1.900458,tencent,2026-09-21T11:20:00+08:00
2026-09-21,11:30,620460449233,707382969518,1327843418751,2026-09-18,1318857040649,8986378102,0.681376,tencent,2026-09-21T11:30:00+08:00
2026-09-21,13:00,620460449233,707382969518,1327843418751,2026-09-18,1318857040649,8986378102,0.681376,tencent,2026-09-21T13:00:00+08:00
2026-09-21,13:10,657156171519,747121859162,1404278030681,2026-09-18,1412092793656,-7814762975,-0.553417,tencent,2026-09-21T13:10:00+08:00
2026-09-21,13:20,684453049905,776185240551,1460638290456,2026-09-18,1479848596501,-19210306045,-1.298126,tencent,2026-09-21T13:20:00+08:00
2026-09-21,13:30,707803513650,801832136082,1509635649732,2026-09-18,1537213680969,-27578031237,-1.794027,tencent,2026-09-21T13:30:00+08:00
2026-09-21,13:40,727594403574,825604084926,1553198488500,2026-09-18,1586251383913,-33052895413,-2.083711,tencent,2026-09-21T13:40:00+08:00
2026-09-21,13:50,747438997110,849716979622,1597155976732,2026-09-18,1639779758212,-42623781480,-2.59936,tencent,2026-09-21T13:50:00+08:00
2026-09-21,14:00,766911612181,872044794505,1638956406686,2026-09-18,1685303717110,-46347310424,-2.750087,tencent,2026-09-21T14:00:00+08:00
2026-09-21,14:10,787612517826,896052853388,1683665371214,2026-09-18,1729294255209,-45628883995,-2.638584,tencent,2026-09-21T14:10:00+08:00
2026-09-21,14:20,808137255180,920570419079,1728707674259,2026-09-18,1768957045903,-40249371644,-2.275317,tencent,2026-09-21T14:20:00+08:00
2026-09-21,14:30,830169670766,945997768910,1776167439676,2026-09-18,1812868030529,-36700590853,-2.024449,tencent,2026-09-21T14:30:00+08:00
2026-09-21,14:40,860601718114,980972703754,1841574421868,2026-09-18,1870893845850,-29319423982,-1.567135,tencent,2026-09-21T14:40:00+08:00
2026-09-21,14:50,897895103645,1025300865337,1923195968982,2026-09-18,1946762362289,-23566393307,-1.210543,tencent,2026-09-21T14:50:00+08:00
2026-09-21,15:00,946819124309,1084694364210,2031513488519,2026-09-18,2077100296507,-45586807988,-2.194733,tencent,2026-09-21T15:00:00+08:00
