trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-09-23,09:30,6255472603,7440092786,13695565389,2026-09-22,20992099386,-7296533997,-34.758477,tencent,2026-09-23T09:30:00+08:00
2026-09-23,09:40,142547145375,161981740957,304528886332,2026-09-22,413181184032,-108652297700,-26.296526,tencent,2026-09-23T09:40:00+08:00
2026-09-23,09:50,221403191316,251852929964,473256121280,2026-09-22,613891520233,-140635398953,-22.908836,tencent,2026-09-23T09:50:00+08:00
2026-09-23,10:00,285790548382,321860484899,607651033281,2026-09-22,766056288562,-158405255281,-20.678018,tencent,2026-09-23T10:00:00+08:00
2026-09-23,10:10,338686405497,377688639824,716375045321,2026-09-22,889744759317,-173369713996,-19.485331,tencent,2026-09-23T10:10:00+08:00
2026-09-23,10:20,378011603125,422153041370,800164644495,2026-09-22,990729393391,-190564748896,-19.234793,tencent,2026-09-23T10:20:00+08:00
2026-09-23,10:30,410204032441,459915279365,870119311806,2026-09-22,1078485731072,-208366419266,-19.320276,tencent,2026-09-23T10:30:00+08:00
2026-09-23,10:40,439215436737,491953590956,931169027693,2026-09-22,1162093776547,-230924748854,-19.871438,tencent,2026-09-23T10:40:00+08:00
2026-09-23,10:50,467616465481,520105337526,987721803007,2026-09-22,1227888293366,-240166490359,-19.559311,tencent,2026-09-23T10:50:00+08:00
2026-09-23,11:00,492804048911,547106446179,1039910495090,2026-09-22,1292175689609,-252265194519,-19.522515,tencent,2026-09-23T11:00:00+08:00
2026-09-23,11:10,515676887449,571801247523,1087478134972,2026-09-22,1345796106814,-258317971842,-19.194436,tencent,2026-09-23T11:10:00+08:00
2026-09-23,11:20,534089984284,591794498251,1125884482535,2026-09-22,1389682034445,-263797551910,-18.982583,tencent,2026-09-23T11:20:00+08:00
2026-09-23,11:30,549794763509,609262395698,1159057159207,2026-09-22,1428287470799,-269230311592,-18.849869,tencent,2026-09-23T11:30:00+08:00
2026-09-23,13:00,549794763509,609262395698,1159057159207,2026-09-22,1428287470799,-269230311592,-18.849869,tencent,2026-09-23T13:00:00+08:00
2026-09-23,13:10,578020563022,638179981086,1216200544108,2026-09-22,1512551532343,-296350988235,-19.592786,tencent,2026-09-23T13:10:00+08:00
2026-09-23,13:20,598409650284,659832895571,1258242545855,2026-09-22,1564750921648,-306508375793,-19.588317,tencent,2026-09-23T13:20:00+08:00
2026-09-23,13:30,618268889631,681415503287,1299684392918,2026-09-22,1622181395526,-322497002608,-19.880453,tencent,2026-09-23T13:30:00+08:00
2026-09-23,13:40,638283275386,703742895264,1342026170650,2026-09-22,1678970057612,-336943886962,-20.068487,tencent,2026-09-23T13:40:00+08:00
2026-09-23,13:50,655994246015,723141611815,1379135857830,2026-09-22,1720931308497,-341795450667,-19.861075,tencent,2026-09-23T13:50:00+08:00
2026-09-23,14:00,674604375698,744492262524,1419096638222,2026-09-22,1756299589563,-337202951341,-19.199626,tencent,2026-09-23T14:00:00+08:00
2026-09-23,14:10,693515760899,767311061616,1460826822515,2026-09-22,1801610545178,-340783722663,-18.915504,tencent,2026-09-23T14:10:00+08:00
2026-09-23,14:20,712425589794,788464107706,1500889697500,2026-09-22,1848139132206,-347249434706,-18.789139,tencent,2026-09-23T14:20:00+08:00
2026-09-23,14:30,732574150820,810868690238,1543442841058,2026-09-22,1893313924617,-349871083559,-18.479296,tencent,2026-09-23T14:30:00+08:00
2026-09-23,14:40,757126773977,838911726013,1596038499990,2026-09-22,1963915717120,-367877217130,-18.731823,tencent,2026-09-23T14:40:00+08:00
2026-09-23,14:50,791279112078,877987927584,1669267039662,2026-09-22,2037580631818,-368313592156,-18.076025,tencent,2026-09-23T14:50:00+08:00
