trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-09-11,09:30,8576297987,9365579201,17941877188,2026-09-10,14700815049,3241062139,22.046819,tencent,2026-09-11T09:30:00+08:00
2026-09-11,09:40,164151604078,175006105839,339157709917,2026-09-10,310015548371,29142161546,9.400226,tencent,2026-09-11T09:40:00+08:00
2026-09-11,09:50,258790093684,272187512307,530977605991,2026-09-10,459372784728,71604821263,15.587519,tencent,2026-09-11T09:50:00+08:00
2026-09-11,10:00,319585952494,341101259158,660687211652,2026-09-10,575022671558,85664540094,14.897593,tencent,2026-09-11T10:00:00+08:00
2026-09-11,10:10,369868344156,397371893370,767240237526,2026-09-10,675364455896,91875781630,13.603882,tencent,2026-09-11T10:10:00+08:00
2026-09-11,10:20,418220756181,451306226742,869526982923,2026-09-10,756960224905,112566758018,14.870895,tencent,2026-09-11T10:20:00+08:00
2026-09-11,10:30,454351394058,489070380923,943421774981,2026-09-10,822741736217,120680038764,14.668034,tencent,2026-09-11T10:30:00+08:00
2026-09-11,10:40,490722430334,526241559823,1016963990157,2026-09-10,894961305390,122002684767,13.632174,tencent,2026-09-11T10:40:00+08:00
2026-09-11,10:50,523643701032,560703076318,1084346777350,2026-09-10,951778375722,132568401628,13.928495,tencent,2026-09-11T10:50:00+08:00
2026-09-11,11:00,551926144689,588285181990,1140211326679,2026-09-10,993729779745,146481546934,14.740581,tencent,2026-09-11T11:00:00+08:00
2026-09-11,11:10,576605417203,612478393559,1189083810762,2026-09-10,1031178227645,157905583117,15.313122,tencent,2026-09-11T11:10:00+08:00
2026-09-11,11:20,600337296328,637172739312,1237510035640,2026-09-10,1064091462192,173418573448,16.297337,tencent,2026-09-11T11:20:00+08:00
2026-09-11,11:30,619180342785,655667873752,1274848216537,2026-09-10,1091557196239,183291020298,16.791701,tencent,2026-09-11T11:30:00+08:00
2026-09-11,13:00,619180342785,655667873752,1274848216537,2026-09-10,1091557196239,183291020298,16.791701,tencent,2026-09-11T13:00:00+08:00
2026-09-11,13:10,648367719939,686784420324,1335152140263,2026-09-10,1143735518743,191416621520,16.736091,tencent,2026-09-11T13:10:00+08:00
2026-09-11,13:20,671166624193,710623636843,1381790261036,2026-09-10,1181082283824,200707977212,16.993564,tencent,2026-09-11T13:20:00+08:00
2026-09-11,13:30,695479863046,736659970261,1432139833307,2026-09-10,1225902762915,206237070392,16.823281,tencent,2026-09-11T13:30:00+08:00
2026-09-11,13:40,725692372605,773523491221,1499215863826,2026-09-10,1266019711910,233196151916,18.41963,tencent,2026-09-11T13:40:00+08:00
2026-09-11,13:50,758359124014,811592120702,1569951244716,2026-09-10,1299816482947,270134761769,20.782531,tencent,2026-09-11T13:50:00+08:00
2026-09-11,14:00,783806091794,838632533657,1622438625451,2026-09-10,1332500192953,289938432498,21.758979,tencent,2026-09-11T14:00:00+08:00
2026-09-11,14:10,807183598050,862094765877,1669278363927,2026-09-10,1367162622391,302115741536,22.098011,tencent,2026-09-11T14:10:00+08:00
2026-09-11,14:20,833115994266,886959129208,1720075123474,2026-09-10,1403859047920,316216075554,22.524774,tencent,2026-09-11T14:20:00+08:00
2026-09-11,14:30,854685612840,907497390564,1762183003404,2026-09-10,1441105419529,321077583875,22.279951,tencent,2026-09-11T14:30:00+08:00
