trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-09-18,09:30,8421190963,9813083310,18234274273,2026-09-17,15766182482,2468091791,15.65434,tencent,2026-09-18T09:30:00+08:00
2026-09-18,09:40,170146692562,187854128033,358000820595,2026-09-17,337723514485,20277306110,6.004114,tencent,2026-09-18T09:40:00+08:00
2026-09-18,09:50,255976880127,282264056027,538240936154,2026-09-17,525663032623,12577903531,2.392769,tencent,2026-09-18T09:50:00+08:00
2026-09-18,10:00,327778526563,359067178261,686845704824,2026-09-17,679280641224,7565063600,1.113688,tencent,2026-09-18T10:00:00+08:00
2026-09-18,10:10,381036032429,416135433929,797171466358,2026-09-17,788601294387,8570171971,1.086756,tencent,2026-09-18T10:10:00+08:00
2026-09-18,10:20,421538207532,459962626859,881500834391,2026-09-17,884906832049,-3405997658,-0.384899,tencent,2026-09-18T10:20:00+08:00
2026-09-18,10:30,455822900097,497286032774,953108932871,2026-09-17,964959901892,-11850969021,-1.228131,tencent,2026-09-18T10:30:00+08:00
2026-09-18,10:40,492332486007,532562096581,1024894582588,2026-09-17,1029691920775,-4797338187,-0.4659,tencent,2026-09-18T10:40:00+08:00
2026-09-18,10:50,523403298802,562333326412,1085736625214,2026-09-17,1083714784932,2021840282,0.186566,tencent,2026-09-18T10:50:00+08:00
2026-09-18,11:00,548348363881,586239651525,1134588015406,2026-09-17,1125501947718,9086067688,0.80729,tencent,2026-09-18T11:00:00+08:00
2026-09-18,11:10,578163995579,616705357528,1194869353107,2026-09-17,1170122751414,24746601693,2.114872,tencent,2026-09-18T11:10:00+08:00
2026-09-18,11:20,611334578404,652085459303,1263420037707,2026-09-17,1210678377806,52741659901,4.356372,tencent,2026-09-18T11:20:00+08:00
2026-09-18,11:30,637354538573,681502502076,1318857040649,2026-09-17,1244542340045,74314700604,5.971247,tencent,2026-09-18T11:30:00+08:00
2026-09-18,13:00,637354538573,681502502076,1318857040649,2026-09-17,1244542340045,74314700604,5.971247,tencent,2026-09-18T13:00:00+08:00
2026-09-18,13:10,679572840114,732519953542,1412092793656,2026-09-17,1299171767465,112921026191,8.69177,tencent,2026-09-18T13:10:00+08:00
2026-09-18,13:20,710066948458,769781648043,1479848596501,2026-09-17,1344608363884,135240232617,10.057965,tencent,2026-09-18T13:20:00+08:00
2026-09-18,13:30,737217803818,799995877151,1537213680969,2026-09-17,1390606359915,146607321054,10.54269,tencent,2026-09-18T13:30:00+08:00
2026-09-18,13:40,759969878956,826281504957,1586251383913,2026-09-17,1425833158639,160418225274,11.250841,tencent,2026-09-18T13:40:00+08:00
2026-09-18,13:50,785676171641,854103586571,1639779758212,2026-09-17,1461491817737,178287940475,12.199038,tencent,2026-09-18T13:50:00+08:00
2026-09-18,14:00,807217101175,878086615935,1685303717110,2026-09-17,1501410945066,183892772044,12.247997,tencent,2026-09-18T14:00:00+08:00
2026-09-18,14:10,828644736713,900649518496,1729294255209,2026-09-17,1543871207351,185423047858,12.010267,tencent,2026-09-18T14:10:00+08:00
2026-09-18,14:20,848220361941,920736683962,1768957045903,2026-09-17,1582766337012,186190708891,11.763626,tencent,2026-09-18T14:20:00+08:00
2026-09-18,14:30,869981715431,942886315098,1812868030529,2026-09-17,1621238007097,191630023432,11.819981,tencent,2026-09-18T14:30:00+08:00
2026-09-18,14:40,897047873279,973845972571,1870893845850,2026-09-17,1671497963596,199395882254,11.929173,tencent,2026-09-18T14:40:00+08:00
