trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-09-07,09:30,7584634550,8870058966,16454693516,2026-09-04,15492330433,962363083,6.211868,tencent,2026-09-07T09:30:00+08:00
2026-09-07,09:40,170771815151,191978315027,362750130178,2026-09-04,332568581386,30181548792,9.075286,tencent,2026-09-07T09:40:00+08:00
2026-09-07,09:50,253419864132,288137979625,541557843757,2026-09-04,523768932763,17788910994,3.396328,tencent,2026-09-07T09:50:00+08:00
2026-09-07,10:00,312309017896,357371165562,669680183458,2026-09-04,673375698490,-3695515032,-0.548804,tencent,2026-09-07T10:00:00+08:00
2026-09-07,10:10,360422901205,413565443247,773988344452,2026-09-04,783970359330,-9982014878,-1.273264,tencent,2026-09-07T10:10:00+08:00
2026-09-07,10:20,405925149817,467197584674,873122734491,2026-09-04,867562020154,5560714337,0.640959,tencent,2026-09-07T10:20:00+08:00
2026-09-07,10:30,438196544953,503352184266,941548729219,2026-09-04,940019861959,1528867260,0.162642,tencent,2026-09-07T10:30:00+08:00
2026-09-07,10:40,470469772898,541076254822,1011546027720,2026-09-04,1007762766912,3783260808,0.375412,tencent,2026-09-07T10:40:00+08:00
2026-09-07,10:50,497837336873,570838650868,1068675987741,2026-09-04,1064564284039,4111703702,0.386233,tencent,2026-09-07T10:50:00+08:00
2026-09-07,11:00,521808816786,597319954881,1119128771667,2026-09-04,1113793467603,5335304064,0.479021,tencent,2026-09-07T11:00:00+08:00
2026-09-07,11:10,542888284410,621854758257,1164743042667,2026-09-04,1156098519621,8644523046,0.747732,tencent,2026-09-07T11:10:00+08:00
2026-09-07,11:20,559208436740,641213252122,1200421688862,2026-09-04,1194520672490,5901016372,0.494007,tencent,2026-09-07T11:20:00+08:00
2026-09-07,11:30,578290393437,664546787592,1242837181029,2026-09-04,1234171931732,8665249297,0.70211,tencent,2026-09-07T11:30:00+08:00
2026-09-07,13:00,578290393437,664546787592,1242837181029,2026-09-04,1234171931732,8665249297,0.70211,tencent,2026-09-07T13:00:00+08:00
2026-09-07,13:10,609162847900,699570448230,1308733296130,2026-09-04,1299985862350,8747433780,0.672887,tencent,2026-09-07T13:10:00+08:00
2026-09-07,13:20,633009543779,731529851306,1364539395085,2026-09-04,1349110499159,15428895926,1.143635,tencent,2026-09-07T13:20:00+08:00
2026-09-07,13:30,659075879135,761169916014,1420245795149,2026-09-04,1409550410322,10695384827,0.75878,tencent,2026-09-07T13:30:00+08:00
2026-09-07,13:40,691644064415,799339923390,1490983987805,2026-09-04,1473780409322,17203578483,1.167309,tencent,2026-09-07T13:40:00+08:00
2026-09-07,13:50,713686095031,823601372207,1537287467238,2026-09-04,1521043963846,16243503392,1.067918,tencent,2026-09-07T13:50:00+08:00
2026-09-07,14:00,736765640894,849845074116,1586610715010,2026-09-04,1583632064151,2978650859,0.18809,tencent,2026-09-07T14:00:00+08:00
2026-09-07,14:10,758453636732,878049822360,1636503459092,2026-09-04,1636355497902,147961190,0.009042,tencent,2026-09-07T14:10:00+08:00
2026-09-07,14:20,776801614166,901296614318,1678098228484,2026-09-04,1690124784229,-12026555745,-0.711578,tencent,2026-09-07T14:20:00+08:00
2026-09-07,14:30,796149594308,923515898138,1719665492446,2026-09-04,1744327396770,-24661904324,-1.413835,tencent,2026-09-07T14:30:00+08:00
