trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-08-31,09:30,12338419149,13405197563,25743616712,2026-08-28,20445700308,5297916404,25.91213,tencent,2026-08-31T09:30:00+08:00
2026-08-31,09:40,189142656596,208451596712,397594253308,2026-08-28,382032075452,15562177856,4.073527,tencent,2026-08-31T09:40:00+08:00
2026-08-31,09:50,286323932185,312707004452,599030936637,2026-08-28,580474358163,18556578474,3.196796,tencent,2026-08-31T09:50:00+08:00
2026-08-31,10:00,352917696257,383121045187,736038741444,2026-08-28,730676051984,5362689460,0.733935,tencent,2026-08-31T10:00:00+08:00
2026-08-31,10:10,404323576379,439944295726,844267872105,2026-08-28,853385055124,-9117183019,-1.068355,tencent,2026-08-31T10:10:00+08:00
2026-08-31,10:20,442293900277,483178655921,925472556198,2026-08-28,958195415474,-32722859276,-3.415051,tencent,2026-08-31T10:20:00+08:00
2026-08-31,10:30,476470916986,520286531689,996757448675,2026-08-28,1041133395098,-44375946423,-4.262273,tencent,2026-08-31T10:30:00+08:00
2026-08-31,10:40,511585662064,560096450740,1071682112804,2026-08-28,1134453249359,-62771136555,-5.533162,tencent,2026-08-31T10:40:00+08:00
2026-08-31,10:50,540029698345,594407118254,1134436816599,2026-08-28,1214294363032,-79857546433,-6.576457,tencent,2026-08-31T10:50:00+08:00
2026-08-31,11:00,569255673604,623848498588,1193104172192,2026-08-28,1285567445769,-92463273577,-7.192409,tencent,2026-08-31T11:00:00+08:00
2026-08-31,11:10,588959642203,646110197768,1235069839971,2026-08-28,1332983704214,-97913864243,-7.345466,tencent,2026-08-31T11:10:00+08:00
2026-08-31,11:20,607094648000,666118117601,1273212765601,2026-08-28,1379866785820,-106654020219,-7.729298,tencent,2026-08-31T11:20:00+08:00
2026-08-31,11:30,625319428212,685864992745,1311184420957,2026-08-28,1423329173362,-112144752405,-7.879045,tencent,2026-08-31T11:30:00+08:00
2026-08-31,13:00,625319428212,685864992745,1311184420957,2026-08-28,1423329173362,-112144752405,-7.879045,tencent,2026-08-31T13:00:00+08:00
2026-08-31,13:10,656874115750,720041304282,1376915420032,2026-08-28,1487728487484,-110813067452,-7.448474,tencent,2026-08-31T13:10:00+08:00
2026-08-31,13:20,682157421262,747878731174,1430036152436,2026-08-28,1537610118890,-107573966454,-6.99618,tencent,2026-08-31T13:20:00+08:00
2026-08-31,13:30,712110246666,780102649517,1492212896183,2026-08-28,1578766874747,-86553978564,-5.482379,tencent,2026-08-31T13:30:00+08:00
2026-08-31,13:40,741644597184,811284605245,1552929202429,2026-08-28,1630557886232,-77628683803,-4.760866,tencent,2026-08-31T13:40:00+08:00
2026-08-31,13:50,765326452382,837778937083,1603105389465,2026-08-28,1673367914495,-70262525030,-4.198869,tencent,2026-08-31T13:50:00+08:00
2026-08-31,14:00,789057335430,865189592717,1654246928147,2026-08-28,1716806424644,-62559496497,-3.643946,tencent,2026-08-31T14:00:00+08:00
2026-08-31,14:10,815769928050,894945748383,1710715676433,2026-08-28,1757476833690,-46761157257,-2.660698,tencent,2026-08-31T14:10:00+08:00
2026-08-31,14:20,847749090932,929765316931,1777514407863,2026-08-28,1802195606235,-24681198372,-1.369507,tencent,2026-08-31T14:20:00+08:00
2026-08-31,14:30,880322951037,965456148742,1845779099779,2026-08-28,1848036393729,-2257293950,-0.122146,tencent,2026-08-31T14:30:00+08:00
2026-08-31,14:40,913821437524,1003201491657,1917022929181,2026-08-28,1902788167729,14234761452,0.7481,tencent,2026-08-31T14:40:00+08:00
2026-08-31,14:50,951456232818,1047660423079,1999116655897,2026-08-28,1990103988211,9012667686,0.452874,tencent,2026-08-31T14:50:00+08:00
2026-08-31,15:00,1014292552054,1116737592257,2131030144311,2026-08-28,2101715024808,29315119503,1.394819,tencent,2026-08-31T15:00:00+08:00
