trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-08-11,09:30,8929214049,11002202749,19931416798,2026-08-10,24496668145,-4565251347,-18.636213,tencent,2026-08-11T09:30:00+08:00
2026-08-11,09:40,174377297082,218794050335,393171347417,2026-08-10,492305354363,-99134006946,-20.136691,tencent,2026-08-11T09:40:00+08:00
2026-08-11,09:50,265925143152,326170017710,592095160862,2026-08-10,781133274431,-189038113569,-24.200494,tencent,2026-08-11T09:50:00+08:00
2026-08-11,10:00,331623788088,403128194775,734751982863,2026-08-10,963321654692,-228569671829,-23.727243,tencent,2026-08-11T10:00:00+08:00
2026-08-11,10:10,396893306955,474454354089,871347661044,2026-08-10,1138033410790,-266685749746,-23.433912,tencent,2026-08-11T10:10:00+08:00
2026-08-11,10:20,446784999263,536574225427,983359224690,2026-08-10,1263554899317,-280195674627,-22.175188,tencent,2026-08-11T10:20:00+08:00
2026-08-11,10:30,489047546063,589511679444,1078559225507,2026-08-10,1354249598341,-275690372834,-20.357427,tencent,2026-08-11T10:30:00+08:00
2026-08-11,10:40,535509271348,641020830912,1176530102260,2026-08-10,1433763803144,-257233700884,-17.941149,tencent,2026-08-11T10:40:00+08:00
2026-08-11,10:50,577950598049,694044135978,1271994734027,2026-08-10,1511396081886,-239401347859,-15.839749,tencent,2026-08-11T10:50:00+08:00
2026-08-11,11:00,610863406797,732973643031,1343837049828,2026-08-10,1577083088350,-233246038522,-14.789711,tencent,2026-08-11T11:00:00+08:00
2026-08-11,11:10,643023020490,770095979626,1413119000116,2026-08-10,1642284174617,-229165174501,-13.954051,tencent,2026-08-11T11:10:00+08:00
2026-08-11,11:20,669491408726,800453227279,1469944636005,2026-08-10,1689463315343,-219518679338,-12.993397,tencent,2026-08-11T11:20:00+08:00
2026-08-11,11:30,692473596147,826881325677,1519354921824,2026-08-10,1734656293983,-215301372159,-12.41176,tencent,2026-08-11T11:30:00+08:00
2026-08-11,13:00,692473596147,826881325677,1519354921824,2026-08-10,1734656293983,-215301372159,-12.41176,tencent,2026-08-11T13:00:00+08:00
2026-08-11,13:10,727768531701,867635960476,1595404492177,2026-08-10,1802911606200,-207507114023,-11.509556,tencent,2026-08-11T13:10:00+08:00
2026-08-11,13:20,755294838227,900221636764,1655516474991,2026-08-10,1864179534558,-208663059567,-11.193292,tencent,2026-08-11T13:20:00+08:00
2026-08-11,13:30,783813849587,933233318986,1717047168573,2026-08-10,1910450808453,-193403639880,-10.123456,tencent,2026-08-11T13:30:00+08:00
2026-08-11,13:40,810535239040,965564509479,1776099748519,2026-08-10,1958799238916,-182699490397,-9.327117,tencent,2026-08-11T13:40:00+08:00
2026-08-11,13:50,831933762519,988710094119,1820643856638,2026-08-10,2012504984808,-191861128170,-9.533449,tencent,2026-08-11T13:50:00+08:00
