published_at,symbol,code,name,title,direction,categories,down_occurrence_30d,tencent_url,pdf_url
2026-09-22T20:22:22+08:00,sz000910,000910,大亚圣象,大亚圣象：关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz000910/gp/notice/nos1225577857,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577857.PDF
2026-09-22T20:17:33+08:00,sh603020,603020,爱普股份,爱普股份：爱普香料集团股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603020/gp/notice/nos1225577897,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577897.PDF
2026-09-22T20:10:18+08:00,sz000607,000607,华媒控股,华媒控股：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000607/gp/notice/nos1225577826,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577826.PDF
2026-09-22T19:49:10+08:00,sz000002,000002,万科A,万科A：A股股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000002/gp/notice/nos1225577684,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577684.PDF
2026-09-22T19:40:57+08:00,sh603580,603580,艾艾精工,艾艾精工：艾艾精工股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603580/gp/notice/nos1225577801,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577801.PDF
2026-09-22T19:40:22+08:00,sz002614,002614,奥佳华,奥佳华：关于公司股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz002614/gp/notice/nos1225577712,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577712.PDF
2026-09-22T18:58:10+08:00,sz300110,300110,华仁药业,华仁药业：关于股票交易异常波动的公告,up,,,https://gu.qq.com/sz300110/gp/notice/nos1225577496,https://file.finance.qq.com/finance/hs/pdf/2026/09/22/1225577496.PDF
2026-09-22T18:55:32+08:00,sz000993,000993,闽东电力,闽东电力：关于股票交易严重异常波动暨风险提示的公告,up,,,https://gu.qq.com/sz000993/gp/notice/nos1225577490,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577490.PDF
2026-09-22T18:17:22+08:00,sh603068,603068,博通集成,博通集成：博通集成关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh603068/gp/notice/nos1225577347,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577347.PDF
2026-09-22T18:14:44+08:00,sh603230,603230,内蒙新华,内蒙新华：内蒙古新华发行集团股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603230/gp/notice/nos1225577323,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577323.PDF
2026-09-22T18:10:37+08:00,sh600743,600743,华远控股,华远控股：华远控股股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600743/gp/notice/nos1225577301,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577301.PDF
2026-09-22T18:10:33+08:00,sh600743,600743,华远控股,华远控股：北京市华远集团有限公司关于对《北京华远新航控股股份有限公司关于股票交易异常波动的问询函》的回函,unknown,,,https://gu.qq.com/sh600743/gp/notice/nos1225577336,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225577336.PDF
2026-09-22T17:36:29+08:00,sz000756,000756,新华制药,新华制药：关于A股股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz000756/gp/notice/nos1225576797,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576797.PDF
2026-09-22T17:32:22+08:00,sz001234,001234,泰慕士,泰慕士：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz001234/gp/notice/nos1225576734,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576734.PDF
2026-09-22T17:16:42+08:00,sh600664,600664,哈药股份,哈药股份：哈药集团股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600664/gp/notice/nos1225576775,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576775.PDF
2026-09-22T17:16:42+08:00,sh600640,600640,国脉文化,国脉文化：新国脉数字文化股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600640/gp/notice/nos1225576779,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576779.PDF
2026-09-22T17:11:04+08:00,sz000560,000560,我爱我家,我爱我家：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000560/gp/notice/nos1225576592,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576592.PDF
2026-09-22T16:57:41+08:00,sh601086,601086,国芳集团,国芳集团：国芳集团：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh601086/gp/notice/nos1225576615,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576615.PDF
2026-09-22T16:45:01+08:00,sz002303,002303,美盈森,美盈森：关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz002303/gp/notice/nos1225576345,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576345.PDF
2026-09-22T16:31:29+08:00,sh600503,600503,华丽家族,华丽家族：华丽家族股份有限公司关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh600503/gp/notice/nos1225576444,https://file.finance.qq.com/finance/hs/pdf/2026/09/23/1225576444.PDF
