published_at,symbol,code,name,title,direction,categories,down_occurrence_30d,tencent_url,pdf_url
2026-08-31T20:46:15+08:00,sz003005,003005,竞业达,竞业达：股票交易异常波动公告,up,,,https://gu.qq.com/sz003005/gp/notice/nos1225539075,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225539075.PDF
2026-08-31T20:46:15+08:00,sz002855,002855,捷荣技术,捷荣技术：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002855/gp/notice/nos1225539070,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225539070.PDF
2026-08-31T20:22:08+08:00,sz000011,000011,深物业A,深物业A：股票交易异常波动公告,up,,,https://gu.qq.com/sz000011/gp/notice/nos1225538629,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225538629.PDF
2026-08-31T19:26:14+08:00,sz000560,000560,我爱我家,我爱我家：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000560/gp/notice/nos1225538587,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225538587.PDF
2026-08-31T19:21:14+08:00,sz002679,002679,福建金森,福建金森：关于股票交易异常波动公告,up,,,https://gu.qq.com/sz002679/gp/notice/nos1225538568,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225538568.PDF
2026-08-31T19:20:03+08:00,sz002528,002528,*ST英飞,*ST英飞：关于公司股票交易异常波动暨风险提示的公告,up,20%偏离异动,,https://gu.qq.com/sz002528/gp/notice/nos1225538489,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225538489.PDF
2026-08-31T19:20:03+08:00,sz002396,002396,星网锐捷,星网锐捷：股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sz002396/gp/notice/nos1225538492,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/1225538492.PDF
2026-08-31T18:56:10+08:00,sz301399,301399,英特科技,英特科技：关于股票交易异常波动的公告,up,,,https://gu.qq.com/sz301399/gp/notice/nos1225537769,https://file.finance.qq.com//finance/hs/pdf/2026/08/31/1225537769.PDF
2026-08-31T18:32:56+08:00,sh600691,600691,潞化科技,山西潞安化工科技股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600691/gp/notice/nos600691_20260901_IR9B,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/600691_20260901_IR9B.pdf
2026-08-31T18:28:03+08:00,sh600371,600371,万向德农,万向德农股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600371/gp/notice/nos600371_20260901_1QE4,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/600371_20260901_1QE4.pdf
2026-08-31T18:05:03+08:00,sh603559,603559,中通国脉,中通国脉通信股份有限公司股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh603559/gp/notice/nos603559_20260901_MUWS,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/603559_20260901_MUWS.pdf
2026-08-31T17:36:24+08:00,sh600551,600551,时代出版,时代出版股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600551/gp/notice/nos600551_20260901_ZGC4,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/600551_20260901_ZGC4.pdf
2026-08-31T17:35:08+08:00,sh603269,603269,海鸥股份,江苏海鸥冷却塔股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603269/gp/notice/nos603269_20260901_SIPU,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/603269_20260901_SIPU.pdf
2026-08-31T17:23:35+08:00,sh600722,600722,金牛化工,河北金牛化工股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600722/gp/notice/nos600722_20260901_59LO,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/600722_20260901_59LO.pdf
2026-08-31T17:18:52+08:00,sh601086,601086,国芳集团,国芳集团：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh601086/gp/notice/nos601086_20260901_R41K,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/601086_20260901_R41K.pdf
2026-08-31T17:09:03+08:00,sh600227,600227,赤天化,贵州赤天化股份有限公司关于股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600227/gp/notice/nos600227_20260901_1426,https://file.finance.qq.com//finance/hs/pdf/2026/09/01/600227_20260901_1426.pdf
