published_at,symbol,code,name,title,direction,categories,down_occurrence_30d,tencent_url,pdf_url
2026-09-07T20:44:14+08:00,sz000017,000017,深中华A,深中华A：股票交易异常波动公告,down,20%偏离异动,1,https://gu.qq.com/sz000017/gp/notice/nos1225552502,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552502.PDF
2026-09-07T19:47:13+08:00,sh605577,605577,龙版传媒,龙版传媒：股票交易异常波动暨风险提示公告,up,20%偏离异动,,https://gu.qq.com/sh605577/gp/notice/nos1225552447,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552447.PDF
2026-09-07T19:14:18+08:00,sz002564,002564,天沃科技,天沃科技：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002564/gp/notice/nos1225552206,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552206.PDF
2026-09-07T19:14:18+08:00,sz000798,000798,中水渔业,中水渔业：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000798/gp/notice/nos1225552207,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552207.PDF
2026-09-07T19:03:06+08:00,sh601949,601949,中国出版,中国出版：中国出版传媒股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh601949/gp/notice/nos1225552230,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552230.PDF
2026-09-07T18:43:06+08:00,sz000428,000428,华天酒店,华天酒店：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000428/gp/notice/nos1225552012,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552012.PDF
2026-09-07T18:38:38+08:00,sh603228,603228,景旺电子,景旺电子：景旺电子股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603228/gp/notice/nos1225552113,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225552113.PDF
2026-09-07T18:17:19+08:00,sz000735,000735,罗 牛 山,罗 牛 山：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz000735/gp/notice/nos1225551782,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551782.PDF
2026-09-07T18:16:34+08:00,sh600354,600354,敦煌种业,敦煌种业：甘肃省敦煌种业集团股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh600354/gp/notice/nos1225551920,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551920.PDF
2026-09-07T18:04:07+08:00,sz002980,002980,华盛昌,华盛昌：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002980/gp/notice/nos1225551597,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551597.PDF
2026-09-07T17:54:19+08:00,sh601086,601086,国芳集团,国芳集团：国芳集团：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh601086/gp/notice/nos1225551698,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551698.PDF
2026-09-07T17:49:09+08:00,sz002702,002702,海欣食品,海欣食品：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002702/gp/notice/nos1225551452,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551452.PDF
2026-09-07T17:40:18+08:00,sz003032,003032,传智教育,传智教育：股票交易异常波动公告,down,20%偏离异动|近30自然日第2次下跌异动,2,https://gu.qq.com/sz003032/gp/notice/nos1225551292,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551292.PDF
2026-09-07T17:40:18+08:00,sz002988,002988,豪美新材,豪美新材：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002988/gp/notice/nos1225551291,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551291.PDF
2026-09-07T17:40:18+08:00,sz001366,001366,播恩集团,播恩集团：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz001366/gp/notice/nos1225551284,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551284.PDF
2026-09-07T17:17:24+08:00,sh603696,603696,安记食品,安记食品：2026-9-7股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh603696/gp/notice/nos1225551262,https://file.finance.qq.com/finance/hs/pdf/2026/09/08/1225551262.PDF
