published_at,symbol,code,name,title,direction,categories,down_occurrence_30d,tencent_url,pdf_url
2026-08-14T20:03:04+08:00,sh601579,601579,会稽山,会稽山：会稽山绍兴酒股份有限公司股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh601579/gp/notice/nos1225475779,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225475779.PDF
2026-08-14T19:55:18+08:00,sz000779,000779,甘咨询,甘咨询：甘肃工程咨询集团股份有限公司关于股票交易异常波动的公告,down,20%偏离异动|近30自然日第3次下跌异动,3,https://gu.qq.com/sz000779/gp/notice/nos1225475531,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225475531.PDF
2026-08-14T19:29:40+08:00,sz002724,002724,海洋王,海洋王：关于股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002724/gp/notice/nos1225475504,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225475504.PDF
2026-08-14T18:42:08+08:00,sz300120,300120,经纬辉开,经纬辉开：关于公司股价异动的公告,up,,,https://gu.qq.com/sz300120/gp/notice/nos1225475067,https://file.finance.qq.com/finance/hs/pdf/2026/08/14/1225475067.PDF
2026-08-14T18:02:07+08:00,sz300404,300404,博济医药,博济医药：股票交易异常波动公告,up,,,https://gu.qq.com/sz300404/gp/notice/nos1225474550,https://file.finance.qq.com/finance/hs/pdf/2026/08/14/1225474550.PDF
2026-08-14T17:43:16+08:00,sz002322,002322,理工能科,理工能科：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sz002322/gp/notice/nos1225474388,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225474388.PDF
2026-08-14T17:24:36+08:00,sh603083,603083,剑桥科技,剑桥科技：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603083/gp/notice/nos1225474338,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225474338.PDF
2026-08-14T17:19:28+08:00,sh603118,603118,共进股份,共进股份：关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh603118/gp/notice/nos1225474298,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225474298.PDF
2026-08-14T17:18:28+08:00,sh603890,603890,春秋电子,春秋电子：股票交易异常波动公告,up,20%偏离异动,,https://gu.qq.com/sh603890/gp/notice/nos1225474302,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225474302.PDF
2026-08-14T16:32:05+08:00,sh600613,600613,神奇制药,神奇制药：上海神奇制药投资管理股份有限公司关于股票交易异常波动的公告,up,20%偏离异动,,https://gu.qq.com/sh600613/gp/notice/nos1225473598,https://file.finance.qq.com/finance/hs/pdf/2026/08/15/1225473598.PDF
